0,1,2,3,4,yi
-0.38330172137919316,-0.35903037962894313,-0.3341780896498996,-0.4014319959855128,-0.3130300878613088,-4.09043066649244
-0.43905497470461796,-0.4522320553887722,-0.3341957284830359,-1.6538351327001808,1.1684302611503536,-2.0378174159688855
-0.3805620807661416,-0.3547380386349981,-0.3338234846868273,-0.41563856218565354,1.429191080676416,-3.2823260376106367
-0.34212482097407904,-0.3871405236648142,-1.9162972880630265,-1.2507104208597837,-2.795242611246647,-1.6065767647478015
-0.4300870968263455,-0.22708627350303834,1.9765955756029703,-0.1706910539288291,2.0188539516182136,-2.3348118877356
-0.37297623926029555,-0.33806931843315,2.507598370030072,-3.0,-1.8670674898365343,-1.5319010281532417
-0.4157394255490301,-0.26305756994337814,-0.3487525128528053,-0.6182814000645669,-0.9106758591480113,-2.351251255351998
-0.42000301175190824,-0.3637153248697085,-0.32913359708404677,-0.365373732196832,-1.6446211509664752,-3.2883498630740395
-0.3195136500369937,-0.3420608912494676,-1.7986928207967152,-0.33809322006301024,-2.0774274814839835,-2.3814430224613177
-0.3195101614110447,-0.4862963530749953,-0.2942602782496402,-0.34176547578331906,-2.795149608876211,-3.1411666012866912
-0.36482643506266843,-0.3722418272799257,-0.3302244682669295,-0.3925463733250023,-0.2785855511586002,-4.3199491692097505
-0.36199886251469593,-0.27060527766969455,-0.33336988523855426,-0.32945248094877755,0.02587338919724047,-3.378332487402163
-0.35974572345795064,-0.3334477551759947,-0.2913966537334747,-0.3912300497638217,-0.29561231316396874,-4.558567096375327
-0.4405356432636469,-0.34625088811617566,-0.3712351297981553,-0.28768251654897714,-2.9277614155227507,-2.824429133964922
-0.34873399231852176,-0.3804269528035906,-0.25444699795284054,-0.3455483360641871,-0.3036516854786129,-4.188185766529362
-0.35178001788152313,-0.35729790975597187,-0.28109438231602457,-0.4180542204357889,-0.26358433148094784,-4.246955111194805
-0.38019504945356974,-0.26606771524501527,-0.30286029357058464,-0.3208075561416166,-0.36314287705165116,-4.592455402229117
-0.37559981156733935,-0.2715270041801001,-0.29853214802801364,-0.3237189514174341,-0.3311155324129582,-4.760048153496893
-0.33761566537672616,-0.28697082345677094,-0.3008923566984034,-0.292226232901172,-0.26242259620055197,-4.614801024697821
-0.4416799634820223,-0.22708621423979114,-0.28835810532203965,-0.127285258867881,-0.40196452048880005,-3.7764443717176337
-0.4183964771637201,-0.2908730874255525,-0.29730766342046033,-0.33190388422555905,-0.28466785044890086,-4.963054513338096
-0.9903023372435054,-0.2770139974156698,-0.33270064288915036,-0.4064956724131563,-2.283061287752696,-2.492453486990024
-0.4198534097530877,-0.29793273179658053,-0.2978896940113458,-0.33547333372512966,-0.27191846695178423,-4.4386205836776735
-0.39802025102903693,-0.2703462521781197,-0.27336509590125546,-0.3316323581810283,2.4450160005627906,-3.2687665662124386
-0.39009810201839024,-0.35479946881829605,-0.5030797268370488,-0.5596826632444292,2.2775083885268907,-2.305463129008019
-0.6670207930716852,-0.27612614336589214,-0.16447253534814443,-0.0775892177189661,1.7524287552114748,-2.3805534928871084
-0.6967410656352904,-0.2522611262236034,-0.29125988259979696,-0.3278384335245965,-0.3316174839732211,-3.7690415455261768
-0.11565895500005086,-0.26512554556144385,-0.3055650033598907,-0.28900916262295295,-0.37959446906814165,-3.973822968071225
-0.4133943270475666,-0.34264144544036057,-0.3204511311856404,-0.27642265489656737,-0.3471312674279714,-4.395117462583745
-0.2714671512672622,-0.2520397980767002,-2.1659688970804316,-0.3576836032915338,-0.7276312127782454,-2.6977642097755394
-0.4041158517037333,-0.246121925849196,-0.28935639476392394,-0.3244096643669039,-0.38579549805306534,-4.659801472363341
-0.3782873452894351,-0.3006053412854732,2.8509009160748846,-0.1777327854929176,-2.7951479451945,-2.526654791390465
-0.3771127642930696,-0.29885456996661963,1.8903763271813778,-0.2950457649222704,-2.7951479451945,-2.4970718919216592
-0.4160095003181361,-0.3352110886159978,-0.2857026239546352,-0.2907785198124557,-0.272423716701073,-4.637323669842358
-0.40774721163385497,-0.2455440020008841,1.0009725491239685,-0.2566009140017851,2.627408404100393,-2.5961797431199765
-0.3442548412285191,-0.2552646750177652,-0.2917845512050863,-0.3089149931445103,-0.3355853540984981,-4.471006702683812
-0.22123279232196147,-0.30517257177714896,-1.6720946529811134,2.8723298755250006,3.0,-1.6817839534611474
-0.5534358619164692,-0.3281151079650151,-1.3071884853178888,0.5163483844062626,3.0,-1.183540711893968
-0.3828080641390099,-0.3113031168265481,0.0014040938489010557,-0.34657704565472525,-0.4591489883912092,-3.08988914606297
2.675407501560781,-0.3094011566428261,2.78754991550111,-2.8275149006813605,2.416667547698376,-1.0734575208566464
-0.6372826621529399,-0.3042379774915944,-1.8751560834559204,-0.7236413151502492,-0.2732527330631984,-1.6005122853134734
-0.5788854818717772,-0.3489058888551213,1.4510061496693822,-3.0,-3.0,-0.7356567924966175
-3.0,-0.3105207505377341,3.0,-3.0,3.0,-0.8765529234278318
-0.5388189091738624,-0.25881808986998855,2.448498339567152,2.2622729141032334,2.4780915105164274,-1.1490849285001918
-0.3588010173044225,-0.6555094096291354,-0.29376776864249665,-0.28908727712295956,0.38303948542351574,-1.8293434607502257
-0.3613897990237689,-0.29961850436168813,-0.5889562088871787,-0.305443877702007,-0.31733541846754765,-3.7077156771861475
-0.3948332262897729,-0.28835204357060107,3.0,-1.3730701133215293,-0.13043632431654784,-2.42227463983414
-0.4365495106597086,-0.23360162576113375,3.0,2.1477137218549327,-2.073381643377185,-1.5413811569643054
-0.3277766673178979,-0.3293361887068942,3.0,0.7831891410925338,-0.031457000064009755,-2.4878253567805104
-0.39226141909803847,-0.24134974324189518,3.0,-0.28028742981927834,-0.5090899892244622,-3.0506063360101683
-0.37051500812101423,-0.28818243567373836,2.1043267077789665,-0.49800545777469907,-0.061074131442788726,-2.399693350498859
-0.4416796457044265,-0.22708610337058976,-3.0,-3.0,3.0,-1.368124134618502
-0.39732662730571944,-0.2603250283654215,-3.0,-1.1573311405512767,3.0,-1.8411461477648827
-0.12088756754584562,0.08759239021209586,0.07494482203885422,-0.2771808305910821,2.881408019846214,-1.033423744463786
-0.3624521996549266,-0.3176301624735065,-0.5487099217942628,-0.003824029998823697,-1.4659727864630834,-2.0029986431566247
-0.36959324642247715,-0.2700006062838298,-0.38759036596650587,-0.2988820058451793,-0.2588980654657984,-3.9757679560076555
-0.35305823158225014,0.6616255934110709,-0.2900012516771793,-0.2963572159179866,-0.3031036822292297,-4.006668215467332
0.1220184810911249,-0.4912467253147397,-2.02517865264868,0.18365479382831573,0.01433783171327807,0.6555820579657526
-0.37841551765549397,-0.21250800801801706,-3.0,1.6324309623117612,3.0,-1.541815449272754
-0.42018673507006143,-3.0,-0.7617862173129542,-0.1797352085488111,2.3318036077014774,-1.2080561672986767
-0.4300739372930522,-0.3531549790900712,3.0,-0.0049635451682839005,0.4816221680923789,-1.0018609250255475
-0.19834024314595977,-2.8850466024289245,-0.3410103140910796,-0.2545513683399214,-0.5565092445886037,-2.861019920937921
3.0,-0.7457662979040793,-1.8708333554925132,-0.30554304894769313,3.0,-0.023046221991235127
0.645361076518066,-0.5045137308957282,0.3179133628466535,-0.2652831831673894,-0.29719847485818285,-1.4489063108068982
-0.35346714502757237,-0.2975531125789148,-0.21708899523476521,-0.3027400347400362,-0.41640705658579114,-4.4172232396498075
0.007720549379713226,-0.36749509181119056,-0.6266658819973094,-0.34657723699920595,-0.44086007822060225,-2.4852498428159757
-2.620465150828099,-0.24230126667821583,3.0,-0.21274767881118528,-2.233766795213901,-1.8958229801515685
-0.6722675427366713,-0.41595570678200344,-0.22483547097830492,-0.309093460035204,-0.34519989611662183,-3.294319573388904
-0.35707424198633486,-0.3028529419658077,-0.27875549871744454,-0.3809209254544865,-0.3893059373458754,-4.655422968110406
-0.8342492915139701,-0.3045516539653965,-0.6657674078956468,-0.32613231806038945,-0.21671397809726134,-1.8998957676935229
0.7671043633911907,-0.2609796762010399,3.0,-0.24405212999785242,-0.4072749820593442,-3.0215829093530897
-0.46632880925541587,-0.2981290404029928,-0.2159903237197751,-0.28022561732989537,-0.2653899575267902,-4.048111810190685
1.2983234297945723,-0.31653065247448087,3.0,-0.31737114094024754,-0.10867178458685878,-2.4672218966981303
-0.3121391685280135,-0.16264802883670537,-1.002156730869022,-0.33220960156168733,-0.278327060263142,-3.6270249310302543
-0.17205053816316385,0.8422113668624363,-1.1865357384099633,-0.22985626281492344,-0.16170628153978273,-2.6073370729727436
-0.39314629650170696,0.017094443434507944,-1.148598625316378,-0.2725052779111179,-0.40004376309295075,-2.4115103371915936
-0.2659865267688599,1.5033212358501356,-0.20788003220724072,-0.28944568505875523,1.749652858810844,-2.6350224890728735
-0.3355414917221249,-0.41065877146391205,-0.990937005881519,-0.317850319412631,-0.29026127435173077,-3.277911890486722
-3.0,-0.20653523103936555,-3.0,-0.22649057572860887,-1.4599980826389949,-1.8039227818373667
-0.35831326179248446,-0.3075225894788356,-0.29044233949512055,1.3499143282599952,-0.3569998330879516,-3.719583069112707
-0.35831145330092884,-0.29888207071105555,-0.4731099514797732,-0.19712916248602141,-0.5577957278250514,-3.515092347073492
